date,category,region,units,price,revenue
2025-01-18,Gadgets,APAC,8,31.58,252.64
2025-01-18,Apparel,APAC,5,33.13,165.65
2025-01-18,Gadgets,EMEA,1,22.83,22.83
2025-01-18,Home,APAC,12,37.46,449.52
2025-01-18,Sports,AMER,5,24.39,121.95
2025-01-18,Home,AMER,6,36.64,219.84
2025-01-18,Apparel,AMER,12,27.0,324.0
2025-01-18,Sports,EMEA,1,32.76,32.76
2025-01-18,Sports,EMEA,3,23.2,69.6
2025-01-18,Gadgets,EMEA,12,44.53,534.36
2025-01-18,Home,APAC,4,46.05,184.2
2025-01-18,Home,EMEA,4,12.27,49.08
2025-01-18,Home,AMER,5,21.6,108.0
2025-01-19,Sports,EMEA,1,40.07,40.07
2025-01-19,Food,APAC,3,24.24,72.72
2025-01-19,Gadgets,AMER,2,30.29,60.58
2025-01-19,Sports,EMEA,13,37.55,488.15
2025-01-19,Home,APAC,19,27.22,517.18
2025-01-19,Food,AMER,4,26.67,106.68
2025-01-19,Home,APAC,14,34.07,476.98
2025-01-19,Food,AMER,2,29.95,59.9
2025-01-19,Food,EMEA,2,28.4,56.8
2025-01-19,Home,APAC,7,37.79,264.53
2025-01-19,Gadgets,APAC,14,25.71,359.94
2025-01-19,Home,APAC,4,19.84,79.36
2025-01-19,Gadgets,EMEA,7,21.85,152.95
2025-01-19,Home,EMEA,14,39.02,546.28
2025-01-19,Sports,APAC,4,40.28,161.12
2025-01-19,Sports,EMEA,2,29.72,59.44
2025-01-19,Food,EMEA,1,25.38,25.38
2025-01-19,Gadgets,AMER,5,26.61,133.05
2025-01-19,Apparel,AMER,9,17.75,159.75
2025-01-19,Food,AMER,15,39.85,597.75
2025-01-19,Home,AMER,1,25.99,25.99
2025-01-19,Home,AMER,2,32.28,64.56
2025-01-19,Gadgets,APAC,15,36.87,553.05
2025-01-19,Sports,EMEA,6,19.13,114.78
2025-01-19,Food,AMER,12,41.56,498.72
2025-01-19,Sports,APAC,12,25.77,309.24
2025-01-19,Home,APAC,19,36.77,698.63
2025-01-19,Home,AMER,2,32.67,65.34
2025-01-19,Apparel,EMEA,5,31.03,155.15
2025-01-19,Home,AMER,31,38.7,1199.7
2025-01-20,Home,APAC,1,32.56,32.56
2025-01-20,Gadgets,AMER,29,31.42,911.18
2025-01-20,Home,EMEA,10,37.93,379.3
2025-01-20,Sports,AMER,7,46.35,324.45
2025-01-20,Home,AMER,5,26.86,134.3
2025-01-20,Sports,APAC,3,27.64,82.92
2025-01-20,Gadgets,APAC,14,35.14,491.96
2025-01-20,Home,EMEA,9,42.12,379.08
2025-01-20,Gadgets,AMER,8,39.81,318.48
2025-01-20,Sports,AMER,3,30.82,92.46
2025-01-20,Apparel,APAC,6,22.48,134.88
2025-01-20,Food,APAC,20,31.81,636.2
2025-01-20,Sports,AMER,15,31.42,471.3
2025-01-20,Food,AMER,5,37.91,189.55
2025-01-20,Sports,EMEA,5,33.99,169.95
2025-01-20,Apparel,APAC,2,40.89,81.78
2025-01-20,Food,AMER,5,34.54,172.7
2025-01-20,Sports,EMEA,13,39.5,513.5
2025-01-20,Home,EMEA,3,28.24,84.72
2025-01-20,Gadgets,APAC,3,15.9,47.7
2025-01-20,Gadgets,EMEA,4,25.01,100.04
2025-01-20,Home,EMEA,29,29.6,858.4
2025-01-20,Food,APAC,6,33.52,201.12
2025-01-20,Food,APAC,6,19.98,119.88
2025-01-20,Gadgets,EMEA,1,32.28,32.28
2025-01-20,Gadgets,EMEA,5,32.21,161.05
2025-01-20,Food,APAC,2,25.83,51.66
2025-01-20,Gadgets,APAC,14,28.98,405.72
2025-01-20,Gadgets,APAC,14,38.21,534.94
2025-01-20,Gadgets,AMER,6,30.59,183.54
2025-01-20,Home,EMEA,40,26.71,1068.4
2025-01-20,Gadgets,AMER,5,24.68,123.4
2025-01-20,Food,APAC,3,20.31,60.93
2025-01-21,Sports,EMEA,11,38.13,419.43
2025-01-21,Gadgets,AMER,1,36.39,36.39
2025-01-21,Gadgets,AMER,17,34.18,581.06
2025-01-21,Apparel,EMEA,9,34.6,311.4
2025-01-21,Food,AMER,8,38.58,308.64
2025-01-21,Sports,APAC,1,28.1,28.1
2025-01-21,Apparel,AMER,9,24.7,222.3
2025-01-21,Apparel,EMEA,18,30.34,546.12
2025-01-21,Home,EMEA,1,50.27,50.27
2025-01-21,Sports,AMER,11,30.37,334.07
2025-01-21,Apparel,APAC,10,23.94,239.4
2025-01-21,Sports,AMER,5,28.41,142.05
2025-01-21,Food,APAC,14,23.75,332.5
2025-01-21,Gadgets,AMER,14,28.55,399.7
2025-01-21,Home,EMEA,5,24.72,123.6
2025-01-21,Food,AMER,7,32.0,224.0
2025-01-21,Sports,EMEA,4,38.31,153.24
2025-01-21,Home,AMER,12,29.27,351.24
2025-01-21,Apparel,APAC,9,27.14,244.26
2025-01-21,Food,APAC,4,40.38,161.52
2025-01-21,Home,AMER,1,41.07,41.07
2025-01-21,Home,APAC,1,30.76,30.76
2025-01-21,Sports,EMEA,5,39.47,197.35
2025-01-21,Sports,APAC,2,26.11,52.22
2025-01-21,Home,AMER,27,29.78,804.06
2025-01-21,Sports,EMEA,1,29.19,29.19
2025-01-22,Home,EMEA,4,26.94,107.76
2025-01-22,Food,AMER,6,30.27,181.62
2025-01-22,Food,EMEA,4,29.49,117.96
2025-01-22,Home,AMER,5,30.01,150.05
2025-01-22,Food,APAC,8,31.15,249.2
2025-01-22,Sports,APAC,4,34.13,136.52
2025-01-22,Food,APAC,7,13.59,95.13
2025-01-22,Apparel,APAC,12,28.15,337.8
2025-01-22,Apparel,EMEA,3,39.72,119.16
2025-01-22,Home,EMEA,1,19.81,19.81
2025-01-22,Sports,AMER,7,22.98,160.86
2025-01-22,Home,APAC,7,28.53,199.71
2025-01-22,Apparel,AMER,2,21.03,42.06
2025-01-22,Food,APAC,11,21.51,236.61
2025-01-22,Apparel,AMER,2,20.29,40.58
2025-01-22,Food,APAC,6,17.7,106.2
2025-01-22,Home,APAC,8,31.83,254.64
2025-01-22,Food,AMER,17,32.36,550.12
2025-01-22,Sports,APAC,13,26.77,348.01
2025-01-22,Sports,APAC,17,32.92,559.64
2025-01-22,Sports,EMEA,8,29.67,237.36
2025-01-22,Apparel,EMEA,6,15.38,92.28
2025-01-22,Home,AMER,21,45.39,953.19
2025-01-22,Home,EMEA,11,29.05,319.55
2025-01-22,Sports,AMER,8,37.54,300.32
2025-01-22,Sports,AMER,25,28.32,708.0
2025-01-22,Sports,APAC,5,28.69,143.45
2025-01-22,Gadgets,APAC,18,34.65,623.7
2025-01-22,Food,AMER,11,6.38,70.18
2025-01-23,Food,EMEA,11,23.72,260.92
2025-01-23,Food,EMEA,4,33.16,132.64
2025-01-23,Home,EMEA,26,37.53,975.78
2025-01-23,Home,APAC,4,34.0,136.0
2025-01-23,Food,APAC,1,33.63,33.63
2025-01-23,Gadgets,AMER,8,33.79,270.32
2025-01-23,Gadgets,EMEA,1,16.78,16.78
2025-01-23,Home,AMER,7,16.84,117.88
2025-01-23,Sports,APAC,24,14.75,354.0
2025-01-23,Gadgets,AMER,15,31.61,474.15
2025-01-23,Sports,EMEA,1,28.61,28.61
2025-01-23,Sports,EMEA,3,24.22,72.66
2025-01-23,Home,EMEA,4,17.57,70.28
2025-01-23,Gadgets,EMEA,31,28.84,894.04
2025-01-23,Food,AMER,4,23.06,92.24
2025-01-23,Gadgets,AMER,6,32.58,195.48
2025-01-23,Apparel,EMEA,14,46.32,648.48
2025-01-23,Apparel,EMEA,5,36.45,182.25
2025-01-23,Sports,APAC,14,38.38,537.32
2025-01-23,Food,AMER,12,51.98,623.76
2025-01-23,Apparel,AMER,2,22.19,44.38
2025-01-23,Gadgets,AMER,1,37.39,37.39
2025-01-23,Gadgets,EMEA,13,35.45,460.85
2025-01-23,Gadgets,AMER,8,42.67,341.36
2025-01-23,Gadgets,EMEA,3,23.03,69.09
2025-01-23,Home,APAC,4,38.9,155.6
2025-01-23,Home,APAC,15,38.12,571.8
2025-01-23,Home,APAC,5,24.59,122.95
2025-01-23,Sports,AMER,1,29.38,29.38
2025-01-23,Gadgets,AMER,15,45.75,686.25
2025-01-23,Apparel,AMER,2,37.62,75.24
2025-01-23,Gadgets,AMER,25,39.79,994.75
2025-01-23,Gadgets,EMEA,3,47.83,143.49
2025-01-23,Food,EMEA,1,26.62,26.62
2025-01-23,Sports,APAC,6,32.21,193.26
2025-01-23,Home,APAC,1,23.23,23.23
2025-01-23,Gadgets,APAC,5,32.51,162.55
2025-01-24,Gadgets,APAC,17,32.3,549.1
2025-01-24,Gadgets,APAC,12,29.11,349.32
2025-01-24,Sports,EMEA,11,26.43,290.73
2025-01-24,Sports,APAC,10,49.64,496.4
2025-01-24,Food,AMER,4,21.96,87.84
2025-01-24,Gadgets,APAC,1,15.95,15.95
2025-01-24,Food,EMEA,1,30.85,30.85
2025-01-24,Food,EMEA,4,28.16,112.64
2025-01-24,Gadgets,EMEA,3,8.79,26.37
2025-01-24,Food,AMER,17,29.03,493.51
2025-01-24,Gadgets,AMER,12,25.99,311.88
2025-01-24,Gadgets,EMEA,16,23.79,380.64
2025-01-24,Gadgets,EMEA,2,30.99,61.98
2025-01-24,Food,APAC,12,12.61,151.32
2025-01-24,Sports,AMER,9,31.94,287.46
2025-01-24,Food,AMER,17,34.06,579.02
2025-01-24,Gadgets,AMER,13,45.45,590.85
2025-01-24,Food,EMEA,2,32.28,64.56
2025-01-24,Food,EMEA,8,34.43,275.44
2025-01-24,Food,AMER,1,36.69,36.69
2025-01-24,Gadgets,AMER,13,44.08,573.04
2025-01-24,Sports,EMEA,9,41.66,374.94
2025-01-24,Gadgets,AMER,11,32.5,357.5
2025-01-24,Apparel,APAC,8,33.05,264.4
2025-01-24,Home,APAC,14,41.2,576.8
2025-01-24,Sports,AMER,2,38.88,77.76
2025-01-24,Sports,EMEA,3,34.04,102.12
2025-01-24,Sports,APAC,18,27.34,492.12
2025-01-24,Gadgets,EMEA,1,31.11,31.11
2025-01-24,Sports,APAC,5,17.04,85.2
2025-01-24,Food,EMEA,10,31.38,313.8
2025-01-24,Food,EMEA,3,28.46,85.38
2025-01-24,Apparel,EMEA,5,40.88,204.4
2025-01-24,Home,EMEA,16,37.53,600.48
2025-01-24,Sports,APAC,2,29.54,59.08
2025-01-25,Food,EMEA,16,30.28,484.48
2025-01-25,Home,APAC,5,32.55,162.75
2025-01-25,Home,AMER,1,31.2,31.2
2025-01-25,Sports,AMER,11,30.23,332.53
2025-01-25,Food,EMEA,10,34.11,341.1
2025-01-25,Apparel,AMER,4,28.93,115.72
2025-01-25,Apparel,EMEA,11,35.66,392.26
2025-01-25,Gadgets,AMER,26,19.55,508.3
2025-01-25,Apparel,EMEA,16,39.0,624.0
2025-01-25,Sports,APAC,4,32.7,130.8
2025-01-25,Sports,EMEA,14,30.38,425.32
2025-01-25,Home,EMEA,5,19.31,96.55
2025-01-25,Gadgets,APAC,6,23.53,141.18
2025-01-25,Gadgets,EMEA,5,32.61,163.05
2025-01-25,Home,EMEA,40,19.15,766.0
2025-01-25,Food,EMEA,21,17.07,358.47
2025-01-25,Gadgets,AMER,7,39.44,276.08
2025-01-25,Sports,APAC,7,25.16,176.12
2025-01-25,Home,EMEA,9,24.22,217.98
2025-01-25,Food,AMER,6,25.12,150.72
2025-01-25,Home,APAC,1,26.64,26.64
2025-01-25,Food,APAC,11,35.39,389.29
2025-01-25,Home,APAC,6,23.46,140.76
2025-01-25,Sports,AMER,18,37.56,676.08
2025-01-25,Apparel,APAC,5,28.88,144.4
2025-01-25,Apparel,APAC,8,41.99,335.92
2025-01-25,Gadgets,AMER,8,30.64,245.12
2025-01-25,Home,EMEA,23,27.37,629.51
2025-01-25,Food,APAC,5,33.39,166.95
2025-01-25,Food,EMEA,12,33.13,397.56
2025-01-26,Sports,AMER,6,25.06,150.36
2025-01-26,Sports,AMER,22,29.51,649.22
2025-01-26,Food,EMEA,7,24.7,172.9
2025-01-26,Food,APAC,29,30.97,898.13
2025-01-26,Food,APAC,5,25.15,125.75
2025-01-26,Home,AMER,9,22.17,199.53
2025-01-26,Gadgets,APAC,12,36.73,440.76
2025-01-26,Food,APAC,3,31.79,95.37
2025-01-26,Home,EMEA,2,18.89,37.78
2025-01-26,Food,EMEA,8,26.19,209.52
2025-01-26,Gadgets,AMER,5,30.97,154.85
2025-01-26,Gadgets,AMER,8,15.91,127.28
2025-01-26,Gadgets,APAC,8,38.32,306.56
2025-01-26,Food,APAC,1,21.92,21.92
2025-01-26,Gadgets,AMER,6,34.75,208.5
2025-01-26,Apparel,AMER,11,28.43,312.73
2025-01-26,Home,EMEA,21,38.6,810.6
2025-01-26,Gadgets,APAC,1,37.29,37.29
2025-01-26,Gadgets,APAC,2,35.03,70.06
2025-01-26,Food,AMER,2,20.99,41.98
2025-01-26,Gadgets,AMER,5,14.86,74.3
2025-01-26,Apparel,AMER,6,33.85,203.1
2025-01-26,Sports,EMEA,1,26.71,26.71
2025-01-26,Apparel,APAC,29,32.3,936.7
2025-01-26,Food,AMER,3,37.02,111.06
2025-01-26,Gadgets,APAC,28,34.5,966.0
2025-01-26,Home,APAC,6,35.49,212.94
2025-01-26,Food,EMEA,7,33.27,232.89
2025-01-26,Sports,AMER,17,34.54,587.18
2025-01-27,Apparel,EMEA,9,37.99,341.91
2025-01-27,Food,AMER,4,30.12,120.48
2025-01-27,Sports,APAC,7,30.71,214.97
2025-01-27,Food,AMER,2,35.31,70.62
2025-01-27,Food,APAC,17,28.8,489.6
2025-01-27,Food,EMEA,3,24.51,73.53
2025-01-27,Gadgets,AMER,10,28.03,280.3
2025-01-27,Home,EMEA,2,31.22,62.44
2025-01-27,Sports,EMEA,11,29.58,325.38
2025-01-27,Home,EMEA,8,29.68,237.44
2025-01-27,Apparel,APAC,1,27.76,27.76
2025-01-27,Apparel,APAC,31,19.2,595.2
2025-01-27,Sports,APAC,2,31.81,63.62
2025-01-27,Gadgets,AMER,3,29.23,87.69
2025-01-27,Apparel,EMEA,10,18.3,183.0
2025-01-27,Apparel,AMER,8,28.97,231.76
2025-01-27,Sports,AMER,8,24.12,192.96
2025-01-27,Apparel,EMEA,9,22.66,203.94
2025-01-27,Home,EMEA,5,41.54,207.7
2025-01-27,Gadgets,AMER,3,38.04,114.12
2025-01-27,Gadgets,AMER,1,32.07,32.07
2025-01-27,Apparel,APAC,24,34.31,823.44
2025-01-27,Home,EMEA,8,32.62,260.96
2025-01-27,Gadgets,APAC,5,30.25,151.25
2025-01-27,Gadgets,APAC,5,27.85,139.25
2025-01-27,Gadgets,EMEA,5,26.82,134.1
2025-01-27,Gadgets,EMEA,1,33.26,33.26
2025-01-27,Apparel,AMER,18,31.99,575.82
2025-01-27,Home,APAC,5,32.28,161.4
2025-01-27,Home,APAC,7,39.66,277.62
2025-01-27,Food,AMER,2,38.19,76.38
2025-01-28,Sports,AMER,1,22.12,22.12
2025-01-28,Apparel,APAC,9,14.88,133.92
2025-01-28,Apparel,EMEA,25,33.16,829.0
2025-01-28,Home,AMER,3,33.52,100.56
2025-01-28,Home,EMEA,6,37.72,226.32
2025-01-28,Gadgets,APAC,2,23.88,47.76
2025-01-28,Home,APAC,4,26.54,106.16
2025-01-28,Apparel,AMER,9,40.8,367.2
2025-01-28,Apparel,EMEA,9,25.5,229.5
2025-01-28,Home,EMEA,1,36.78,36.78
2025-01-28,Sports,EMEA,6,29.79,178.74
2025-01-28,Sports,AMER,3,24.38,73.14
2025-01-28,Home,EMEA,1,35.8,35.8
2025-01-28,Food,APAC,1,28.63,28.63
2025-01-28,Apparel,APAC,11,36.37,400.07
2025-01-28,Home,AMER,14,34.27,479.78
2025-01-28,Gadgets,AMER,6,12.74,76.44
2025-01-28,Apparel,APAC,15,34.16,512.4
2025-01-28,Food,EMEA,4,35.56,142.24
2025-01-28,Gadgets,APAC,1,29.97,29.97
2025-01-28,Gadgets,EMEA,7,18.69,130.83
2025-01-28,Food,EMEA,18,30.01,540.18
2025-01-28,Sports,AMER,5,28.2,141.0
2025-01-28,Gadgets,APAC,5,29.6,148.0
2025-01-28,Food,EMEA,4,7.81,31.24
2025-01-28,Food,EMEA,7,26.57,185.99
2025-01-28,Sports,EMEA,3,13.41,40.23
2025-01-28,Home,EMEA,18,34.31,617.58
2025-01-28,Apparel,EMEA,9,22.12,199.08
2025-01-28,Apparel,AMER,3,31.58,94.74
2025-01-28,Home,EMEA,2,30.8,61.6
2025-01-28,Food,APAC,5,33.46,167.3
2025-01-28,Gadgets,AMER,10,41.82,418.2
2025-01-28,Food,EMEA,4,25.76,103.04
2025-01-29,Gadgets,EMEA,1,30.97,30.97
2025-01-29,Food,APAC,4,32.31,129.24
2025-01-29,Apparel,APAC,2,36.77,73.54
2025-01-29,Apparel,APAC,25,28.02,700.5
2025-01-29,Gadgets,APAC,8,33.25,266.0
2025-01-29,Home,AMER,18,36.81,662.58
2025-01-29,Home,EMEA,3,39.86,119.58
2025-01-29,Gadgets,EMEA,15,30.96,464.4
2025-01-29,Home,AMER,3,38.25,114.75
2025-01-29,Home,EMEA,5,54.88,274.4
2025-01-29,Home,AMER,1,39.8,39.8
2025-01-29,Home,EMEA,1,26.24,26.24
2025-01-29,Sports,AMER,7,25.05,175.35
2025-01-29,Apparel,APAC,14,31.59,442.26
2025-01-29,Sports,APAC,7,21.28,148.96
2025-01-29,Home,AMER,4,24.39,97.56
2025-01-29,Home,AMER,9,35.11,315.99
2025-01-29,Gadgets,APAC,1,20.8,20.8
2025-01-29,Sports,EMEA,12,24.03,288.36
2025-01-29,Gadgets,EMEA,7,30.56,213.92
2025-01-29,Food,EMEA,13,20.75,269.75
2025-01-29,Food,AMER,8,30.36,242.88
2025-01-29,Food,AMER,2,31.11,62.22
2025-01-29,Food,EMEA,20,28.96,579.2
2025-01-29,Home,APAC,9,31.43,282.87
2025-01-29,Apparel,EMEA,5,37.43,187.15
2025-01-29,Home,EMEA,4,19.86,79.44
2025-01-29,Food,AMER,16,32.73,523.68
2025-01-29,Sports,EMEA,6,22.64,135.84
2025-01-29,Apparel,AMER,9,42.05,378.45
2025-01-29,Gadgets,EMEA,10,30.69,306.9
2025-01-29,Food,APAC,7,29.48,206.36
2025-01-30,Food,AMER,8,36.69,293.52
2025-01-30,Sports,AMER,33,20.04,661.32
2025-01-30,Sports,EMEA,10,21.83,218.3
2025-01-30,Gadgets,APAC,3,14.2,42.6
2025-01-30,Food,APAC,18,33.46,602.28
2025-01-30,Apparel,EMEA,5,38.79,193.95
2025-01-30,Home,AMER,19,26.15,496.85
2025-01-30,Food,EMEA,1,35.06,35.06
2025-01-30,Sports,AMER,22,34.72,763.84
2025-01-30,Home,APAC,6,38.23,229.38
2025-01-30,Food,APAC,2,29.59,59.18
2025-01-30,Home,EMEA,7,28.82,201.74
2025-01-30,Sports,APAC,3,40.58,121.74
2025-01-30,Home,EMEA,7,34.94,244.58
2025-01-30,Food,APAC,5,24.57,122.85
2025-01-30,Food,AMER,11,28.55,314.05
2025-01-30,Apparel,EMEA,2,43.11,86.22
2025-01-30,Home,EMEA,4,44.89,179.56
2025-01-30,Sports,APAC,9,9.76,87.84
2025-01-30,Apparel,EMEA,14,19.04,266.56
2025-01-30,Sports,EMEA,8,29.37,234.96
2025-01-30,Apparel,AMER,10,24.68,246.8
2025-01-30,Apparel,AMER,21,25.74,540.54
2025-01-30,Home,AMER,30,31.13,933.9
2025-01-30,Apparel,EMEA,2,39.75,79.5
2025-01-30,Sports,EMEA,5,43.38,216.9
2025-01-30,Gadgets,APAC,24,31.25,750.0
2025-01-30,Gadgets,AMER,2,26.69,53.38
2025-01-30,Sports,EMEA,10,31.85,318.5
2025-01-30,Apparel,EMEA,18,35.64,641.52
2025-01-30,Apparel,APAC,15,24.72,370.8
2025-01-30,Home,AMER,1,31.65,31.65
2025-01-30,Food,EMEA,1,37.35,37.35
2025-01-31,Home,AMER,6,31.99,191.94
2025-01-31,Home,AMER,10,39.6,396.0
2025-01-31,Gadgets,AMER,2,25.87,51.74
2025-01-31,Food,EMEA,10,42.9,429.0
2025-01-31,Food,EMEA,2,41.16,82.32
2025-01-31,Sports,AMER,5,42.99,214.95
2025-01-31,Apparel,EMEA,3,21.85,65.55
2025-01-31,Home,EMEA,1,24.62,24.62
2025-01-31,Sports,EMEA,3,24.26,72.78
2025-01-31,Apparel,AMER,2,29.41,58.82
2025-01-31,Home,EMEA,8,33.74,269.92
2025-01-31,Food,EMEA,1,26.31,26.31
2025-01-31,Sports,APAC,3,38.62,115.86
2025-01-31,Sports,APAC,2,31.49,62.98
2025-01-31,Apparel,AMER,3,32.19,96.57
2025-01-31,Sports,EMEA,14,31.79,445.06
2025-01-31,Home,EMEA,17,21.4,363.8
2025-01-31,Gadgets,AMER,34,42.27,1437.18
2025-01-31,Food,EMEA,5,23.91,119.55
2025-01-31,Food,APAC,7,38.94,272.58
2025-01-31,Apparel,AMER,1,35.35,35.35
2025-01-31,Food,APAC,12,9.55,114.6
2025-01-31,Gadgets,AMER,7,45.8,320.6
2025-01-31,Home,AMER,1,27.46,27.46
2025-01-31,Sports,AMER,12,31.84,382.08
2025-01-31,Food,APAC,25,32.0,800.0
2025-01-31,Gadgets,EMEA,17,19.86,337.62
2025-01-31,Sports,AMER,22,22.87,503.14
2025-01-31,Sports,APAC,3,37.6,112.8
2025-01-31,Sports,AMER,2,25.51,51.02
2025-01-31,Food,EMEA,29,36.57,1060.53
2025-01-31,Gadgets,EMEA,4,25.64,102.56
2025-01-31,Home,APAC,11,39.46,434.06
2025-01-31,Food,AMER,4,30.98,123.92
2025-01-31,Sports,AMER,8,16.55,132.4
2025-02-01,Food,APAC,17,34.18,581.06
2025-02-01,Food,APAC,2,39.73,79.46
2025-02-01,Gadgets,APAC,4,29.65,118.6
2025-02-01,Apparel,AMER,1,22.62,22.62
2025-02-01,Home,EMEA,13,35.84,465.92
2025-02-01,Apparel,EMEA,5,37.89,189.45
2025-02-01,Gadgets,EMEA,62,25.69,1592.78
2025-02-01,Apparel,APAC,9,41.01,369.09
2025-02-01,Food,AMER,9,35.51,319.59
2025-02-01,Sports,EMEA,12,20.88,250.56
2025-02-01,Food,AMER,8,35.68,285.44
2025-02-01,Gadgets,EMEA,46,26.27,1208.42
2025-02-01,Sports,AMER,12,24.72,296.64
2025-02-01,Sports,APAC,12,20.91,250.92
2025-02-01,Gadgets,APAC,2,31.7,63.4
2025-02-01,Home,EMEA,4,33.78,135.12
2025-02-01,Home,AMER,2,24.05,48.1
2025-02-01,Food,APAC,7,35.96,251.72
2025-02-01,Apparel,EMEA,1,30.68,30.68
2025-02-01,Gadgets,APAC,3,40.27,120.81
2025-02-01,Home,APAC,4,39.57,158.28
2025-02-01,Home,EMEA,3,43.52,130.56
2025-02-01,Food,AMER,6,35.32,211.92
2025-02-02,Apparel,APAC,1,27.94,27.94
2025-02-02,Gadgets,APAC,4,41.02,164.08
2025-02-02,Sports,AMER,2,27.47,54.94
2025-02-02,Home,APAC,1,30.05,30.05
2025-02-02,Sports,EMEA,22,31.74,698.28
2025-02-02,Sports,AMER,1,32.49,32.49
2025-02-02,Food,APAC,20,20.72,414.4
2025-02-02,Home,EMEA,1,19.39,19.39
2025-02-02,Home,AMER,3,36.73,110.19
2025-02-02,Home,EMEA,23,28.33,651.59
2025-02-02,Gadgets,APAC,3,41.73,125.19
2025-02-02,Apparel,AMER,18,38.98,701.64
2025-02-02,Gadgets,EMEA,2,21.05,42.1
2025-02-02,Home,EMEA,8,31.71,253.68
2025-02-02,Food,EMEA,6,31.94,191.64
2025-02-02,Sports,EMEA,10,36.11,361.1
2025-02-02,Gadgets,EMEA,7,40.88,286.16
2025-02-02,Gadgets,AMER,4,36.72,146.88
2025-02-02,Apparel,APAC,14,39.91,558.74
2025-02-02,Home,EMEA,7,36.41,254.87
2025-02-02,Apparel,APAC,1,24.18,24.18
2025-02-02,Food,AMER,32,42.03,1344.96
2025-02-02,Sports,AMER,9,34.72,312.48
2025-02-03,Sports,AMER,2,15.95,31.9
2025-02-03,Food,APAC,14,34.56,483.84
2025-02-03,Apparel,EMEA,3,29.37,88.11
2025-02-03,Apparel,AMER,1,33.51,33.51
2025-02-03,Gadgets,APAC,5,34.35,171.75
2025-02-03,Gadgets,APAC,7,19.22,134.54
2025-02-03,Apparel,APAC,11,25.99,285.89
2025-02-03,Gadgets,APAC,7,33.26,232.82
2025-02-03,Food,APAC,15,35.48,532.2
2025-02-03,Home,EMEA,2,27.99,55.98
2025-02-03,Food,AMER,14,23.56,329.84
2025-02-03,Food,AMER,1,12.01,12.01
2025-02-03,Food,EMEA,1,44.59,44.59
2025-02-03,Food,EMEA,5,18.45,92.25
2025-02-03,Home,EMEA,29,43.69,1267.01
2025-02-03,Food,AMER,5,33.89,169.45
2025-02-03,Home,AMER,23,25.21,579.83
2025-02-03,Home,AMER,5,31.69,158.45
2025-02-03,Sports,APAC,5,42.67,213.35
2025-02-03,Apparel,EMEA,3,27.05,81.15
2025-02-03,Sports,AMER,1,30.69,30.69
2025-02-03,Apparel,AMER,1,17.76,17.76
2025-02-03,Home,AMER,26,32.73,850.98
2025-02-03,Sports,AMER,4,27.85,111.4
2025-02-03,Food,APAC,3,27.73,83.19
2025-02-03,Apparel,APAC,13,25.1,326.3
2025-02-03,Sports,EMEA,14,31.77,444.78
2025-02-03,Apparel,APAC,5,27.91,139.55
2025-02-03,Sports,APAC,20,35.14,702.8
2025-02-03,Apparel,APAC,3,26.11,78.33
2025-02-03,Sports,EMEA,4,29.14,116.56
2025-02-04,Home,APAC,16,33.26,532.16
2025-02-04,Home,EMEA,2,41.81,83.62
2025-02-04,Food,AMER,13,18.15,235.95
2025-02-04,Gadgets,AMER,5,15.74,78.7
2025-02-04,Gadgets,AMER,1,24.9,24.9
2025-02-04,Food,AMER,5,36.72,183.6
2025-02-04,Gadgets,EMEA,2,29.85,59.7
2025-02-04,Gadgets,EMEA,19,28.35,538.65
2025-02-04,Gadgets,APAC,9,23.85,214.65
2025-02-04,Sports,EMEA,1,34.99,34.99
2025-02-04,Food,AMER,2,25.81,51.62
2025-02-04,Apparel,APAC,5,14.63,73.15
2025-02-04,Food,AMER,8,40.45,323.6
2025-02-04,Gadgets,AMER,3,30.67,92.01
2025-02-04,Food,AMER,1,25.87,25.87
2025-02-04,Apparel,AMER,7,42.41,296.87
2025-02-04,Sports,APAC,15,33.19,497.85
2025-02-04,Gadgets,AMER,3,34.99,104.97
2025-02-04,Food,EMEA,1,25.51,25.51
2025-02-04,Sports,EMEA,4,35.32,141.28
2025-02-04,Food,APAC,5,23.7,118.5
2025-02-04,Home,AMER,5,20.0,100.0
2025-02-04,Apparel,APAC,14,30.78,430.92
2025-02-04,Home,AMER,2,26.23,52.46
2025-02-04,Sports,EMEA,5,24.34,121.7
2025-02-04,Apparel,APAC,15,15.69,235.35
2025-02-04,Apparel,APAC,3,37.32,111.96
2025-02-04,Food,EMEA,4,24.01,96.04
2025-02-05,Home,EMEA,3,26.97,80.91
2025-02-05,Gadgets,APAC,7,33.64,235.48
2025-02-05,Apparel,APAC,37,46.55,1722.35
2025-02-05,Food,EMEA,5,21.63,108.15
2025-02-05,Apparel,EMEA,4,30.0,120.0
2025-02-05,Home,APAC,6,26.97,161.82
2025-02-05,Apparel,EMEA,8,41.88,335.04
2025-02-05,Gadgets,EMEA,1,16.54,16.54
2025-02-05,Home,AMER,1,25.65,25.65
2025-02-05,Apparel,AMER,14,35.21,492.94
2025-02-05,Apparel,EMEA,17,24.11,409.87
2025-02-05,Sports,AMER,2,26.28,52.56
2025-02-05,Apparel,AMER,8,37.06,296.48
2025-02-05,Apparel,APAC,10,16.14,161.4
2025-02-05,Sports,APAC,1,44.52,44.52
2025-02-05,Apparel,EMEA,3,40.86,122.58
